page_url,domain,url_matched_for_gallery_page,url_matched_for_page_with_gallery,number_of_images_by_img_src,number_of_images_by_a_href,has_match,total_img_elements_found
https://www.televizeseznam.cz/video/genialni-ale/byl-macha-opravdu-tak-sprosty-zvrhlik-kdyz-prasklo-co-dela-v-soukromi-puritani-omdlevali-63933166?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/psychologicke-triky-ktore-pravdepodobne-vyskusate-na-prvej-osobe-ktoru-stretnete/,emefka.sk,False,False,73,5,True,185
https://www.fashionmagazin.cz/fashion/inspirace/page/2/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/last-week-tonight-imigracni-soudy,videacesky.cz,True,False,0,0,True,73
https://www.recepty.cz/recept/vajecny-konak-3681,www.recepty.cz,False,False,0,8,True,192
https://shop.emefka.sk/sk/emefka/chemises/10512-ladies-t-shirt-masvino,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/margit-slimakova-vypada-ze-zmeny-si-v-pamlskove-vyhlasce-navrhli-sami-prodejci/,www.vitalia.cz,False,False,0,10,True,78
https://fotky.sme.sk/fotka/38403/rano-na-priehrade-v-lozorne,fotky.sme.sk,True,False,0,0,True,34
https://www.jenzeny.cz/laska/9-tipu-na-bezbolestne-setreni-vodou-a-elektrinou,www.jenzeny.cz,False,False,2,0,True,22
https://www.kafe.cz/promeny/michaela-21-radikalni-zmeny-nejsou-muj-salek-kavy-6804.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/trendy/nova-stopa-po-jantarove-komnate-poklad-ukradeny-nacisty-ma-byt-pod-poklopem_70516.html,www.lifee.cz,False,False,0,26,True,28
http://www.fotografovani.cz/cz/photo-contest/gallery/1688/,www.fotografovani.cz,True,False,0,0,True,61
https://lepsija.cz/author/simona/page/3/,lepsija.cz,False,False,30,0,True,61
https://www.extra.cz/modni-policie-z-varu-podle-ornelly-ktera-hvezda-zazarila-a-kdo-je-kralovnou-nevkusu,www.extra.cz,False,False,0,44,True,69
https://www.frekvence1.cz/radio/playlist-frekvence-1?kdy=&cas=rano,www.frekvence1.cz,False,False,0,1,True,89
https://www.blesk.cz/clanek/celebrity-serialy-filmy-kino-a-tv/573490/sok-ve-stardance-konci-daniela-sinkorova-gondika-zranila-tanecnice.html,www.blesk.cz,False,False,0,139,True,185
https://www.reflex.cz/clanek/fotogalerie/86270/fotografka-fotila-zakulisi-porna-z-takovych-uhlu-tela-ve-filmech-pro-dospele-neuvidite.html,www.reflex.cz,False,False,0,29,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-trendy-moda/549350/dress-code-v-tomhle-proste-ani-v-lete-do-prace-nesmite.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/genialni-ale/mindy-mccready-zmareny-talent-nadherne-krehke-zpevacky-znicila-sama-sebe-63930642?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/18-jednoduchych-trikov-ktore-ti-dokazu-zachranit-den/,emefka.sk,False,False,72,5,True,185
https://www.fashionmagazin.cz/rozhovor-s-ceskou-modni-znackou-south-elements/,www.fashionmagazin.cz,False,False,35,3,True,67
https://videacesky.cz/video/neil-degrasse-tyson-o-vire,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/vajecny-konak-3681?_fid=kmwb,www.recepty.cz,False,False,0,8,True,192
https://shop.emefka.sk/sk/emefka/tricka/9288-damske-tricko-nenavidim-vsetko,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/poruchy-nohy-ovlivnuji-cele-telo/?ic=articles-related&icc=item-8,www.vitalia.cz,False,False,0,10,True,78
https://fotky.sme.sk/fotka/52423/na-oravskej-namestovo,fotky.sme.sk,True,False,0,0,True,34
https://www.jenzeny.cz/celebrity/navrat-do-budoucnosti-jak-se-zmenili-a-co-delaji-hlavni-protagoniste,www.jenzeny.cz,False,False,2,0,True,22
https://www.kafe.cz/promeny/lenka-30-prala-bych-si-vypadat-dospeleji-6907.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/trendy/29-let-od-volby-vaclava-havla-prezidentem-ceskoslovenska-po-odstoupeni-husaka-byl-jedinym-kandidatem_73168.html,www.lifee.cz,False,False,0,25,True,27
http://www.fotografovani.cz/cz/photo-contest/gallery/1654/,www.fotografovani.cz,True,False,0,0,True,61
https://lepsija.cz/zajimavosti/page/13/,lepsija.cz,False,False,28,0,True,61
https://www.extra.cz/hollywoodske-i-ceske-celebrity-vzpominaji-na-milose-formana-zprava-o-jeho-smrti-vsechny-hluboce-zasahla,www.extra.cz,False,False,0,44,True,69
https://www.frekvence1.cz/radio/playlist-frekvence-1?vyberden,www.frekvence1.cz,False,False,0,1,True,89
https://www.blesk.cz/clanek/celebrity-karlovy-vary/612020/karlovarske-vecirky-ocima-frantisky-luxus-prachy-elita-ci-navonena-bida.html,www.blesk.cz,False,False,0,138,True,185
https://www.reflex.cz/clanek/fotogalerie/88680/stalinova-transpolarni-magistrala-co-zbylo-ze-sovetske-zeleznice-smrti.html,www.reflex.cz,False,False,0,27,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-vip-ze-zivota-hvezd/597331/doplnky-a-ucesy-na-oscarech-kdo-vynesl-sperky-po-audrey-hepburn-a-kdo-zmenil-uces.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/genialni-ale/brutalni-vrazda-krasne-spisovatelky-nevedela-ze-si-jde-domu-pro-smrt-63928507?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/ochrankar-eda-sheerana-si-zalozil-instagramovy-ucet-je-viac-cool-ako-instagram-jeho-sefa/,emefka.sk,False,False,72,5,True,185
https://www.fashionmagazin.cz/ladies-nights-luxusni-striptyzova-show-jen-zeny/,www.fashionmagazin.cz,False,False,33,3,True,67
https://videacesky.cz/video/skodi-nam-glutaman-sodny,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/vajecny-konak-3681?_fid=u79i,www.recepty.cz,False,False,0,8,True,192
https://shop.emefka.sk/sk/emefka/tshirts/10513-man-t-shirt-masvino,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/lecba-akne-hledejte-lekare-ktery-se-vyptava/,www.vitalia.cz,False,False,0,10,True,77
https://fotky.sme.sk/fotka/74480/tuzobne-ocakavanie,fotky.sme.sk,True,False,0,0,True,34
https://www.jenzeny.cz/svet/ctenarka-pise-jak-vyzrat-na-cizi-jazyk,www.jenzeny.cz,False,False,2,0,True,22
https://www.kafe.cz/promeny/hana-60-bylo-to-pro-me-prekvapeni-6364.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/trendy/kulhavy-nacisticky-dabel-joseph-goebbels-lidi-nechaval-popravovat-i-podle-horoskopu_73130.html,www.lifee.cz,False,False,0,24,True,27
http://www.fotografovani.cz/cz/photo-contest/gallery/1630/,www.fotografovani.cz,True,False,0,0,True,61
https://lepsija.cz/tag/recepty/,lepsija.cz,False,False,24,0,True,54
https://www.extra.cz/stardance-se-zahali-do-zare-prvni-republiky-vime-jak-budou-vypadat-prvni-dily,www.extra.cz,False,False,0,44,True,69
https://www.frekvence1.cz/radio/playlist-frekvence-1?vyberden=&cas=rano,www.frekvence1.cz,False,False,0,1,True,89
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/609895/dara-rolins-v-poutech-a-s-roubikem-zmlatit-zenu-muze-jen-s-ac-zurila.html,www.blesk.cz,False,False,0,141,True,185
https://www.reflex.cz/clanek/fotogalerie/83561/drsna-realita-nevestincu-zivot-prostitutky-stoji-65-dolaru.html,www.reflex.cz,False,False,0,25,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-vip-ze-zivota-hvezd/599262/slavne-zeny-ktere-miluji-zajicky-netusili-jste-kolik-jich-je.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/genialni-ale/osud-nejkrasnejsi-ceske-herecky-pripomina-pohadku-s-hodne-smutnym-koncem-63924717?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/18-pripadov-ked-tabula-pozor-pes-naozaj-nemala-ziaden-zmysel/,emefka.sk,False,False,72,5,True,185
https://www.fashionmagazin.cz/fashion/trendy-2/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/dusevni-onemocneni,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/brokolicova-polevka-iii-1218,www.recepty.cz,False,False,0,10,True,191
https://shop.emefka.sk/sk/emefka/chemises/10513-man-t-shirt-masvino,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/lecba-akne-hledejte-lekare-ktery-se-vyptava/?ic=articles-related&icc=item-8,www.vitalia.cz,False,False,0,10,True,77
https://fotky.sme.sk/fotka/77044/train-central-motion,fotky.sme.sk,True,False,0,0,True,33
https://www.jenzeny.cz/rady,www.jenzeny.cz,False,False,1,0,True,21
https://www.kafe.cz/promeny/lenka-37-nelibi-se-mi-moje-brada-6387.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/trendy/koupaci-raj-nasich-predku-obcanska-plovarna-drive-ricni-lazne-kde-skakal-do-vody-i-franz-kafka_73354.html,www.lifee.cz,False,False,0,24,True,26
http://www.fotografovani.cz/cz/photo-contest/gallery/1671/,www.fotografovani.cz,True,False,0,0,True,61
https://lepsija.cz/author/matyas/page/6/,lepsija.cz,False,False,14,0,True,48
https://www.extra.cz/dojemne-louceni-s-jaroslavem-kepkou-83-dorazila-i-narozeninova-jirina-bohdalova-88,www.extra.cz,False,False,0,44,True,69
https://www.frekvence1.cz/radio/playlist-frekvence-1,www.frekvence1.cz,False,False,0,1,True,89
https://www.blesk.cz/clanek/celebrity-svetove-celebrity/611885/zlobiva-miley-cyrusova-je-zpet-novy-klip-plny-obscennosti-a-lesbickych-hratek.html,www.blesk.cz,False,False,0,135,True,185
https://www.reflex.cz/clanek/historie/93776/dien-bien-phu-rozhodujici-bitva-indocinske-valky-francouzi-dostali-vyprask-vietnamci-nezavislost.html,www.reflex.cz,False,False,0,17,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-trendy-moda/527343/jak-se-oblect-do-jedne-barvy-dejte-sanci-monochromaticke-mode.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/genialni-ale/z-miliardarky-k-bankrotu-mlada-antihrdinka-nad-jejimz-podvodem-svet-nevericne-krouti-hlavou-63920162?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/ludia-sa-na-internete-delia-o-lzi-ktore-im-rodicia-v-detstve-hovorili/,emefka.sk,False,False,74,5,True,184
https://www.fashionmagazin.cz/fashion/znacky/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/proc-je-vstavani-tak-tezke,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/americke-brownies-143383,www.recepty.cz,False,False,0,7,True,188
https://shop.emefka.sk/sk/emefka/hoodies/10511-man-hoodie-masvino,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/melanom-vase-znaminko-je-nebezpecne-kdyz-se-lisi-od-ostatnich/,www.vitalia.cz,False,False,0,10,True,77
https://fotky.sme.sk/fotka/81924/slnecnice,fotky.sme.sk,True,False,0,0,True,32
https://www.jenzeny.cz/zdravi-a-krasa/zdravi,www.jenzeny.cz,False,False,1,0,True,21
https://www.kafe.cz/promeny/dagmar-60-jsem-zvedava-co-mi-doporucite-5892.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/trendy/slavneho-rezisera-svitaka-zlyncoval-dav-pomahat-mela-i-legendarni-herecka_69591.html,www.lifee.cz,False,False,0,24,True,26
http://www.fotografovani.cz/cz/photo-contest/gallery/1891/,www.fotografovani.cz,True,False,0,0,True,61
https://lepsija.cz/umelkyne-se-inspirovala-svym-manzelstvi-k-vytvoreni-techto-kreseb/,lepsija.cz,False,False,22,0,True,45
https://www.extra.cz/jak-to-vypada-na-stedry-den-u-vip-6-slavnych-krasek-ktere-na-facebooku-ukazaly-svoje-vanoce,www.extra.cz,False,False,0,44,True,69
https://www.frekvence1.cz/radio/playlist-frekvence-1?kdy=0,www.frekvence1.cz,False,False,0,1,True,89
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/591180/pornoherecka-lady-dee-drahomira-juzova-ma-noveho-pritele-co-rika-na-jeji-praci.html,www.blesk.cz,False,False,0,136,True,184
https://www.reflex.cz/clanek/historie/95978/treti-nejkrvavejsi-bitva-napoleonskych-valek-napoleon-u-wagramu-porazil-rakusany-za-cenu-obrovskych-ztrat.html,www.reflex.cz,False,False,0,10,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-trendy-moda/525577/jak-nosit-denimovou-sukni-inspirujte-se-ve-velke-fotogalerii.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/genialni-ale/philip-seymour-hoffman-tragicky-konec-genialniho-herce-nikdo-necekal-skryval-hruzna-tajemstvi-63916314?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/dokazy-ze-zeny-a-muzi-ocividne-nerozpravaju-tym-istym-jazykom/,emefka.sk,False,False,74,5,True,184
https://www.fashionmagazin.cz/fashion/ucesy/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/last-week-tonight-sklady,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/bublanina-ktera-dlouho-vydrzi-jako-cerstva-7655,www.recepty.cz,False,False,0,10,True,187
https://shop.emefka.sk/sk/emefka/tricka/9287-damske-tricko-mam-na-salame,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/smime-dite-biti/,www.vitalia.cz,False,False,0,10,True,77
https://fotky.sme.sk/fotka/62025/piestany-a-vah,fotky.sme.sk,True,False,0,0,True,32
https://www.jenzeny.cz/zdravi-a-krasa/zdravi/2,www.jenzeny.cz,False,False,1,0,True,21
https://www.kafe.cz/promeny/jana-34-potrebuji-uces-ktery-mi-konecne-padne-4826.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/trendy/vzdala-se-kariery-kvuli-lasce-manzel-nechtel-aby-eva-gerova-hrala-pred-kamerou-stala-naposledy-v-pouhych-19-letech_70399.html,www.lifee.cz,False,False,0,24,True,26
http://www.fotografovani.cz/cz/photo-contest/gallery/1086/,www.fotografovani.cz,True,False,0,0,True,61
https://lepsija.cz/recepty/,lepsija.cz,False,False,21,0,True,44
https://www.extra.cz/ostra-britva-alenka-safratova-o-mode-na-vecirku-ve-varech-genzer-nenadchl-kubelkova-prekvapila,www.extra.cz,False,False,0,44,True,69
https://www.frekvence1.cz/radio/playlist-frekvence-1?kdy=0&cas=rano,www.frekvence1.cz,False,False,0,1,True,89
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/610690/marta-kubisova-na-oslave-karla-gotta-bolestive-zraneni-a-strach-o-hlas.html,www.blesk.cz,False,False,0,137,True,184
https://www.reflex.cz/clanek/fotogalerie/76817/sex-drogy-a-slzy-podivejte-se-na-bezny-den-v-zivote-luxusni-prostitutky.html,www.reflex.cz,False,False,0,25,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-trendy-moda/531416/kozene-bundicky-zustanete-u-cerne-nebo-budete-odvazna.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/genialni-ale/dolores-o-riordan-krehounka-duse-kterou-znicila-traumata-z-detstvi-63914834?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/zabavne-memes-na-ktorych-sa-kazdy-kto-pracuje-v-obchode-len-pousmeje-cez-slzy/,emefka.sk,False,False,73,5,True,184
https://www.fashionmagazin.cz/fashion/tipy-a-triky/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/patenty,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/vyborne-buchty-5787,www.recepty.cz,False,False,0,8,True,187
https://shop.emefka.sk/sk/emefka/hoodies/10510-ladies-hoodie-masvino,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/skyr-neni-jogurt-a-skyramisu-neni-tiramisu/,www.vitalia.cz,False,False,0,10,True,77
https://fotky.sme.sk/fotka/121934/tak-snivaj-ked-mozes,fotky.sme.sk,True,False,0,0,True,32
https://www.jenzeny.cz/rady/2,www.jenzeny.cz,False,False,1,0,True,21
https://www.kafe.cz/promeny/jitka-23-nerada-experimentuji-udelam-ale-vyjimku-4901.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/bydleni/prirucka-pro-hospodynky-ze-tricatych-let-jak-zadelat-na-poctive-kynute-testo-nebo-jak-byt-sik-i-s-nakupni-taskou_68776.html,www.lifee.cz,False,False,0,24,True,26
http://www.fotografovani.cz/cz/photo-contest/gallery/926/,www.fotografovani.cz,True,False,0,0,True,59
https://lepsija.cz/24-psu-kteri-si-zaslouzi-aby-je-panicek-oslovoval-hodny-hoch/,lepsija.cz,False,False,20,0,True,41
https://www.extra.cz/kamenak-je-propadak-vetsi-blbost-jsme-nevideli-zuri-divaci,www.extra.cz,False,False,0,44,True,69
https://www.frekvence1.cz/radio/zaznamy-poradu/kolem-sveta-s-danem-pribanem,www.frekvence1.cz,False,False,16,1,True,86
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/610448/koprivova-konecne-rekla-pravdu-o-jagrovi-zminila-penize-i-tanceni-v-hambinci.html,www.blesk.cz,False,False,0,144,True,183
https://www.reflex.cz/clanek/zajimavosti/94830/sovetsky-svaz-existuje-v-londyne-kontroverzni-soutez-miss-sssr-zachrani-svet-krasou.html,www.reflex.cz,False,False,0,21,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-trendy-moda/531422/jaky-denim-prave-frci-s-velkymi-vysivkami-i-v-oversized-strihu.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/ze-dvora/na-ekofarme-sonov-pred-spanim-pocitaji-beloucke-ovci-syry-63920677?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/rok-2007-vo-fotografiach-ktore-az-prilis-dobre-zachytavaju-zivot-spred-10-rokov/,emefka.sk,False,False,72,5,True,184
https://www.fashionmagazin.cz/fashion/panska-moda/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/proc-jeste-pouzivame-facebook,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/knedle-v-hrnecku-6260,www.recepty.cz,False,False,0,1,True,187
https://shop.emefka.sk/sk/emefka/tricka/9310-panske-tricko-kral-zabavy,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/nejhorsi-potraviny-roku-2017/,www.vitalia.cz,False,False,0,5,True,77
https://fotky.sme.sk/fotka/108401/ov,fotky.sme.sk,True,False,0,0,True,32
https://www.jenzeny.cz/podvadeni,www.jenzeny.cz,False,False,1,0,True,21
https://www.kafe.cz/promeny/zdenka-39-nestojim-o-zmenu-jen-na-den-26696.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/trendy/hrisni-lide-mesta-prazskeho-znate-osud-slavneho-hostince-jedove-chyse-kam-chodil-i-karel-iv_73754.html,www.lifee.cz,False,False,0,24,True,26
http://www.fotografovani.cz/cz/photo-contest/gallery/1738/,www.fotografovani.cz,True,False,0,0,True,59
https://lepsija.cz/cestovani/,lepsija.cz,False,False,16,0,True,39
https://www.extra.cz/nejlepsi-selfie-vsech-dob-moderatorka-oscaroveho-vecera-se-vyfotila-s-nejzadanejsimi-hollywoodskymi-hvezdami,www.extra.cz,False,False,0,42,True,69
https://www.frekvence1.cz/audio-video?porad=damsky-klub&clanek=foto-miluska-bittnerova-nafotila-kampan-se-svalnatym-fesakem-o-koho-jde-23920,www.frekvence1.cz,False,False,59,1,True,84
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/609747/to-by-zlomilo-kazdou-zenu-meghan-uz-zna-pravdu-o-svem-zrzavem-muzi.html,www.blesk.cz,False,False,0,138,True,181
https://www.reflex.cz/clanek/historie/87393/witold-pilecki-hrdina-ktery-se-nechal-zavrit-do-osvetimi-aby-z-ni-utekl-a-ukazal-svetu-nacisticka-zverstva.html,www.reflex.cz,False,False,0,23,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-trendy-moda/523098/tehotna-kate-ve-skandinavii-chudinka-temer-nevyzula-podpatky.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/garaz/souboj-pickupu-je-do-terenu-lepsi-mitsubishi-renault-nebo-isuzu-63910923?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/vianocne-memebranie-vyhlasenie-vyhercov-sutaze/,emefka.sk,False,False,67,5,True,184
https://www.fashionmagazin.cz/fashion/zdravi-a-krasa/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/veritasium-existuje-mimozemsky-zivot,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/nebeska-mana-14540,www.recepty.cz,False,False,0,11,True,185
https://shop.emefka.sk/sk/emefka/tshirts/9283-damske-tricko-kral-zabavy,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/sezona-ceskych-jahod-vrcholi-pomohou-s-hubnutim-i-nachlazenim/,www.vitalia.cz,False,False,0,10,True,77
https://fotky.sme.sk/fotka/119494/babatko,fotky.sme.sk,True,False,0,0,True,31
https://www.jenzeny.cz/rss-seznam,www.jenzeny.cz,False,False,1,0,True,21
https://www.kafe.cz/promeny/gabriela-32-chci-se-zase-citit-fantasticky-26823.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/bydleni/trendy-v-bydleni-2019-prevratne-zmeny-v-ceskych-loznicich_68526.html,www.lifee.cz,False,False,0,24,True,26
http://www.fotografovani.cz/cz/photo-contest/gallery/1695/,www.fotografovani.cz,True,False,0,0,True,59
https://lepsija.cz/19-fascinujicich-opustenych-mist-ktere-priroda-obratila-v-neskutecna-mistrovska-dila/,lepsija.cz,False,False,19,0,True,39
https://www.extra.cz/moderatorka-ellen-degeneres-zpusobila-hladove-silenstvi-na-oscarech-kdyz-pro-divaky-objednala-pizzu-na-kolik-ji-tahle-parada-prisla,www.extra.cz,False,False,0,42,True,69
https://www.frekvence1.cz/audio-video?porad=celebrity-osobnosti&clanek=foto-miluska-bittnerova-nafotila-kampan-se-svalnatym-fesakem-o-koho-jde-23920,www.frekvence1.cz,False,False,59,1,True,84
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/610250/koprivova-4-dny-po-oznameni-rozchodu-s-jagrem-neznosti-s-novym-chlapem.html,www.blesk.cz,False,False,0,126,True,181
https://www.reflex.cz/clanek/filmy-a-serialy-hra-o-truny/92475/jak-se-zrodil-fenomen-hry-o-truny-za-vsechno-muze-genius-s-placatou-cepici.html,www.reflex.cz,False,False,0,16,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-recenze-kosmetiky/525501/test-tekutych-ocnich-linek-i-ty-levnejsi-obstaly.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/x-talk/demonstrantum-proti-babisovi-chybi-vize-a-osobnosti-dotace-se-necerpaji-kvuli-obrovske-mire-rizika-odebiraji-se-i-za-nevyveseni-vlajky-eu-rika-politik-frantisek-lukl-63933546?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/tragikomicke-fotografie-ludi-ktore-su-definiciou-zleho-dna/,emefka.sk,False,False,75,6,True,184
https://www.fashionmagazin.cz/fashion/damska-moda/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/vsauce-iluze-zastavenych-hodin,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/makova-buchta-skvela-a-rychla-6223,www.recepty.cz,False,False,0,4,True,184
https://shop.emefka.sk/sk/emefka/chemises/9283-damske-tricko-kral-zabavy,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/tipy-kde-koupit-dobre-maso/,www.vitalia.cz,False,False,0,5,True,77
https://fotky.sme.sk/fotka/83894/dotyk,fotky.sme.sk,True,False,0,0,True,31
https://www.jenzeny.cz/stesti,www.jenzeny.cz,False,False,1,0,True,21
https://www.kafe.cz/promeny/jaroslava-56-nemohla-jsem-dospat-26824.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/jidlo/vyrobte-si-serikovy-sirup-vonavou-domaci-limonadu-pak-muzete-popijet-cele-leto_65578.html,www.lifee.cz,False,False,0,24,True,26
http://www.fotografovani.cz/cz/photo-contest/gallery/721/,www.fotografovani.cz,True,False,0,0,True,59
https://lepsija.cz/vsichni-je-moc-dobre-znate-ale-vite-jak-vypadalo-techto-16-slavnych-osobnosti-predtim-nez-se-staly-slavnymi/,lepsija.cz,False,False,17,0,True,35
https://www.extra.cz/oscarove-hvezdy-tehdy-a-ted-v-unikatnich-kolazich-jak-se-zmenili-slavni-kteri-po-letech-zapozovali-sami-se-sebou,www.extra.cz,False,False,0,44,True,69
https://www.frekvence1.cz/audio-video?porad=damsky-klub&clanek=damsky-klub-se-pta-teplou-nebo-studenou-veceri-15426,www.frekvence1.cz,False,False,59,1,True,84
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/608789/tri-mesice-po-pohrbu-jiriho-pomeje-54-urnu-si-nikdo-nevyzvedl.html,www.blesk.cz,False,False,0,137,True,180
https://www.reflex.cz/clanek/reportaze/85022/velky-navrat-rucniho-tetovani-bez-strojku-a-jak-tetuji-eskymaci-za-polarnim-kruhem.html,www.reflex.cz,False,False,0,16,True,52
https://prozeny.blesk.cz/clanek/pro-zeny-trendy-moda/512952/modni-trendy-ktere-kousky-budou-in-v-roce-2018.html,prozeny.blesk.cz,False,False,0,7,True,50
https://www.televizeseznam.cz/video/tyden-v-byznysu/tyden-v-byznysu-cinska-skupina-cefc-se-chysta-prodat-sve-akvizice-v-ceske-republice-63911063?zobraz=nabidku,www.televizeseznam.cz,True,False,0,0,True,161
https://emefka.sk/slovakov-sme-sa-opytali-aka-najhlupejsia-vec-ich-v-skolskych-casoch-dostala-do-problemov/,emefka.sk,False,False,74,7,True,184
https://www.fashionmagazin.cz/fashion/znacky/page/3/,www.fashionmagazin.cz,False,False,35,2,True,67
https://videacesky.cz/video/kunal-nayyar-u-craiga-fergusona,videacesky.cz,True,False,0,0,True,72
https://www.recepty.cz/recept/langose-470,www.recepty.cz,False,False,0,10,True,183
https://shop.emefka.sk/sk/emefka/tricka/9307-panske-tricko-do-not-be-like-nikola,shop.emefka.sk,False,False,0,9,True,37
https://www.vitalia.cz/clanky/bolesti-lezla-po-ctyrech-prodavaci-v-obchodnich-centrech-musi-cely-den-stat/,www.vitalia.cz,False,False,0,10,True,77
https://fotky.sme.sk/fotka/98265/v-akcii-v-ii,fotky.sme.sk,True,False,0,0,True,31
https://www.jenzeny.cz/maminka,www.jenzeny.cz,False,False,1,0,True,21
https://www.kafe.cz/promeny/jitka-28-jsem-docela-jina-holka-29741.html,www.kafe.cz,False,False,0,19,True,31
https://www.lifee.cz/bydleni/uklidte-si-a-budete-v-klidu-odbornici-potvrzuji-ze-poradek-a-psychika-uzce-souvisi_63663.html,www.lifee.cz,False,False,0,24,True,26
http://www.fotografovani.cz/cz/photo-contest/gallery/1708/,www.fotografovani.cz,True,False,0,0,True,59
https://lepsija.cz/srovnani-mesicniho-najemneho-ve-velkych-svetovych-mestech/,lepsija.cz,False,False,16,0,True,33
